dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
jena_weather/10T/long,TW3Cast,1293.2084656084655,1293.2084656084655,9.287745949074074,0.6597467351919875,0.9287092538230824,0.6364025943493717,5.692507910621365,35.96120778851102,0.2200527967789712,0.0568333100458118,0.0471259742404573,Nature,21
ett2/W/short,TW3Cast,2791990.5714285714,2791990.5714285714,1106.608258928571,0.6799642577679056,0.1082273806844438,0.1111207263810294,9.548641688969555,1670.9250645760785,0.1401649960754114,0.0928274675855033,0.0837397877366711,Energy,7
hierarchical_sales/W/short,TW3Cast,443.5416445974576,443.5416445974576,8.734803280587924,0.7081573925173822,0.509492336228583,0.4510417227017677,6.620161065214744,21.060428404889052,0.9668945694902072,0.4010190911218646,0.3384810328508221,Sales,1
solar/W/short,TW3Cast,842212.496350365,842212.496350365,691.1376596715329,0.7516428938847914,0.1393624883498588,0.1377154440775405,5.878832014901346,917.7213609535112,0.1873298739369898,0.1410784756332298,0.1113464160635781,Energy,1
ett2/D/short,TW3Cast,98832.29206349206,98832.29206349206,186.63184523809525,1.2187956808719194,0.3919831048874628,0.1275625683012463,12.798121614227169,314.3760360833695,0.1799256999824421,0.1068143291449035,0.0895189423239335,Energy,7
ett2/15T/medium,TW3Cast,10.883998015873017,10.883998015873017,2.0316675967261904,0.8382827484309573,0.1246290680296358,0.1524500964936756,6.418141473620439,3.2990904831291026,0.1758145036328049,0.1082712438145912,0.0857748483875749,Energy,7
ett2/15T/long,TW3Cast,11.040131448412698,11.040131448412698,2.0582770647321427,0.8508880416635644,0.1283625365913259,0.154948255750868,7.098150183317291,3.3226693257699744,0.1770710628379374,0.1096893105312586,0.0890270963125241,Energy,7
ett2/H/medium,TW3Cast,232.85918898809524,232.85918898809524,9.232529994419645,0.9942089922161876,0.1674167607554645,0.1617974054245721,7.460317533640898,15.259724407344166,0.2056345995505167,0.1244142788926711,0.1012837919376468,Energy,7
restaurant/D/short,TW3Cast,141.44477911646587,141.44477911646587,7.066028649481647,0.6820056521285806,0.5630991443973569,0.4018759449133744,4.795749754413447,11.8930559200092,0.547345989372522,0.3251950102730305,0.255502772313298,Sales,1
electricity/H/medium,TW3Cast,5197400.366126126,5197400.366126126,232.01477477477476,1.0394269563938792,0.1970585611281584,0.1259076065200943,10.65627005033002,2279.780771505481,0.8898735636381868,0.0905630124729928,0.0739703013276472,Energy,1
sz_taxi/H/short,TW3Cast,7.082370334201389,7.082370334201389,1.8287593482905984,0.5565246726972323,0.9315362913995726,0.2933377322987613,3.874953136340781,2.661272314927841,0.2479139385483438,0.1703602183619896,0.133954446575553,Transport,1
m4_daily/D/short,TW3Cast,379018.43184967386,379018.43184967386,159.91692964446247,2.999993902055591,0.0364553857709424,0.0279241834754793,25.545580752719104,615.644728597325,0.095100096943514,0.0247027462522864,0.0198290341137451,Econ/Fin,1
us_births/M/short,TW3Cast,23114765.333333332,23114765.333333332,3814.3645833333335,0.4303796356107089,0.0117709288994471,0.0118465994795163,2.668539807108695,4807.781747680871,0.0149329373292549,0.0118473903898241,0.0092091511532013,Healthcare,1
ett1/H/medium,TW3Cast,137.75001860119048,137.75001860119048,6.61434093656994,1.2218893426700614,2896637928687.6367,0.427846926734561,9.60881264734072,11.736695386742833,0.5621598872866983,0.3168112516218127,0.250063273966526,Energy,7
solar/H/long,TW3Cast,556.052798053528,556.052798053528,9.791081837996757,0.7446441284762754,4.782769799047078,1.3779130550486618,4.118404547161701,23.580771786638536,0.8175883325781473,0.3394746510629405,0.2595632178202673,Energy,1
