dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
solar/10T/long,PatchFM,35.503296076642336,35.503296076642336,2.7702430496153942,1.2125023886785513,3.311779341180672,1.5768673727767804,15.38371902808964,5.958464238093767,1.2878267380118882,0.5987437244781793,0.4996237772353294,Energy,1
m4_daily/D/short,PatchFM,353036.7553279407,353036.7553279407,169.40988026853307,3.166150575320894,0.0361672892716823,0.029455921074392905,24.50939113774192,594.1689619358627,0.09178268361102546,0.026169144531899818,0.020827803836521358,Econ/Fin,1
saugeen/M/short,PatchFM,417.0831008184524,417.0831008184524,12.798297700427828,0.7499295350484252,0.3780795279003325,0.3638274918001646,4.912696071585582,20.422612487594538,0.6131480941412224,0.384243291500342,0.30003984233788894,Nature,1
ett1/W/short,PatchFM,1629436.857142857,1629436.857142857,978.4900948660714,1.6610879493696546,0.6899967193603516,0.5789355848436228,9.645529216200964,1276.4939706645139,0.5079474179650211,0.3893645631031311,0.28068809302920367,Energy,7
ett2/W/short,PatchFM,2370923.5714285714,2370923.5714285714,1014.9942801339286,0.6202783305489268,0.0960078409739903,0.09967354258959674,8.737345753426531,1539.7803646717189,0.12916396632422436,0.08514245929253018,0.07726619293802826,Energy,7
ett2/D/short,PatchFM,100890.06984126984,100890.06984126984,191.51581101190476,1.2660779824168649,0.40465245322575644,0.13126924033013765,11.968122462733271,317.631972322167,0.1817891581968859,0.1096095516163451,0.09044412351298986,Energy,7
jena_weather/H/short,PatchFM,1167.9281132506048,1167.9281132506048,8.557717268329515,0.5221246359880984,1.3651981251892213,0.6063592252003129,4.810632584523202,34.174963251635035,0.20949034381029502,0.05245826073237629,0.04176289106365146,Nature,21
jena_weather/H/medium,PatchFM,1110.5989087301587,1110.5989087301587,9.685582139756944,0.7919685361451361,2.5346681161512103,0.6632082635966746,13.54554641308041,33.325649411979335,0.2039255630275574,0.05926779600548761,0.050488002406339154,Nature,21
jena_weather/H/long,PatchFM,1848.665376984127,1848.665376984127,13.228324446097883,1.0389354854254929,2.6685372179693796,0.6614324538526904,25.11014880307016,42.996108858641236,0.25888422793012217,0.07964917412169366,0.06983974382947658,Nature,21
bizitobs_service/10S/short,PatchFM,5356.585558655754,5356.585558655754,26.280949235542742,0.9731128020918548,0.07436554954165504,0.06694935037382183,7.056795846631443,73.18869829868375,0.05422052842373741,0.019469767712130118,0.015105150595521144,Web/CloudOps,2
bizitobs_service/10S/medium,PatchFM,23082.279365079365,23082.279365079365,46.1854582093254,1.5943059948843072,0.13300594753689235,0.10578773043970083,19.64737271700031,151.92853374228082,0.11434499129198065,0.03476026317557856,0.028616669148070692,Web/CloudOps,2
bizitobs_service/10S/long,PatchFM,142028.44275132276,142028.44275132276,88.38846147486773,1.988257045484427,0.17791173541356647,0.13541141596925324,33.451821216104186,376.86661135118186,0.2791948502272791,0.0654810018187034,0.06066013767582902,Web/CloudOps,2
saugeen/D/short,PatchFM,1392.6482291666666,1392.6482291666666,14.411435546875,3.202422818763039,0.331368408203125,0.37607717202688046,29.64277440313383,37.31820238391269,1.2087454668520368,0.46678983111000144,0.38849518270270145,Nature,1
electricity/W/short,PatchFM,35643299064.38919,35643299064.38919,26426.41915822072,1.4915224208644182,0.25078208698717636,0.0975209601949093,11.774093428053432,188794.33006419762,0.43076636130851,0.06029636811301141,0.048645773579356906,Energy,1
m_dense/D/short,PatchFM,8171.210277777778,8171.210277777778,45.359892216435185,0.6761460783023937,0.12311644161781442,0.09909580656340804,7.5409684528017005,90.39474695897864,0.15648667184973977,0.07852467988691918,0.06575082443297771,Transport,1
ett2/15T/short,PatchFM,9.107043275378999,9.107043275378999,1.868801280430385,0.8035429538339188,0.11550859145289882,0.13509582219217228,6.251808423662782,3.017787811523368,0.1432651289902954,0.08871864863253495,0.07059880656045966,Energy,7
ett2/15T/medium,PatchFM,15.003114149305556,15.003114149305556,2.419385075644841,0.9831779336655758,0.1438862348871841,0.17500255580444088,16.08791597006272,3.873385360289569,0.20641970695470205,0.12893340369517292,0.11148342375523636,Energy,7
ett2/15T/long,PatchFM,14.0954296875,14.0954296875,2.4072594246031747,0.9923648371802313,0.14644206160513426,0.17652400145977445,19.10719112245235,3.7543880576599964,0.20007812230555666,0.12828720371467153,0.11342153331332648,Energy,7
covid_deaths/D/short,PatchFM,699740.0567669173,699740.0567669173,143.15444531739504,38.54457583944927,0.10524740979799749,0.15263047559873855,539.3124665593378,836.5046663150883,0.3147389367610561,0.053862554180712965,0.043320055164121365,Healthcare,1
sz_taxi/15T/short,PatchFM,16.833055288945946,16.833055288945946,2.7337850028050834,0.5446025714392324,1029125819103.1575,0.39395698560250064,3.97850733180897,4.102810657213655,0.3836303614883579,0.25562060169986317,0.20154435533410442,Transport,1
sz_taxi/15T/medium,PatchFM,16.958404488848824,16.958404488848824,2.804506063868857,0.547382601202037,11748337104733.514,0.40981367874067787,8.704908194867086,4.118058339660673,0.3832540539264794,0.2610060930627077,0.22176827697794999,Transport,1
sz_taxi/15T/long,PatchFM,16.453097455929488,16.453097455929488,2.7757759289863784,0.5235972951163109,7917817293569.407,0.4043610709942739,10.089999734511524,4.056241789628608,0.37543850009242274,0.25692086552530574,0.22332330534512235,Transport,1
bitbrains_rnd/5T/short,PatchFM,1785197.1802750726,1785197.1802750726,127.1838101561638,1.6678124136715693,1.37112210826889,0.5766908512813367,54.17987506105875,1336.1127124142904,5.466987536521565,0.5203994382440065,0.43203550935412366,Web/CloudOps,2
bitbrains_rnd/5T/medium,PatchFM,2231096.2655544044,2231096.2655544044,153.02584271734167,4.4465119443038565,0.638818750870429,0.6696987976578226,167.9863085777295,1493.6854640634367,6.284696081531737,0.6438577178641708,0.6104775776622293,Web/CloudOps,2
bitbrains_rnd/5T/long,PatchFM,2550221.2724893796,2550221.2724893796,195.46140532478455,3.413630605115384,2.4590979059666505,0.6574534129762901,125.93861340017342,1596.941223868111,6.117522060725927,0.7487686091530293,0.6950009701497932,Web/CloudOps,2
jena_weather/D/short,PatchFM,500.95101686507934,500.95101686507934,10.91969749813988,1.0400858173276266,0.5957381608320775,0.4764024029719072,6.851802425331003,22.381935056314486,0.13477583061563522,0.06575442635680738,0.052154723708474765,Nature,21
kdd_cup_2018/D/short,PatchFM,2954.669269274885,2954.669269274885,21.472962777247904,1.202546605012692,0.5134201014293176,0.47007422569381463,8.926712956049307,54.356869568389286,1.217651615373407,0.48101717446536413,0.3773509932175632,Nature,1
m4_quarterly/Q/short,PatchFM,1796797.8246858723,1796797.8246858723,562.4873174260457,1.1826947104985641,0.11306999052812655,0.1021286659032334,9.377200596673411,1340.4468749957502,0.2243672021762438,0.09415047177524491,0.07543474094751233,Econ/Fin,1
bizitobs_l2c/5T/short,PatchFM,21.27135271344866,21.27135271344866,2.7134913489932107,0.280878146511835,0.1517869954653769,0.20954938797599054,3.1581462292724876,4.6120876740852035,0.15839775272570647,0.0931922725875809,0.07626093991773965,Web/CloudOps,7
bizitobs_l2c/5T/medium,PatchFM,14194.692293792517,14194.692293792517,22.23911963222789,2.246908155980415,2.646769777599083,0.9408823044607366,52.24686819700408,119.1414801561258,6.268594126662828,1.1701047739716866,1.06260852376399,Web/CloudOps,7
bizitobs_l2c/5T/long,PatchFM,406.83684523809524,406.83684523809524,13.313374565972222,1.2788533948328318,1.0078068857361433,1.1635000415653638,42.32394175259811,20.1701969558578,1.1325264045727979,0.7475260783486101,0.7206662680390414,Web/CloudOps,7
